espece,periode,1-09-2013,2-09-2013,3-09-2013,4-09-2013,5-09-2013,6-09-2013,7-09-2013,8-09-2013,9-09-2013,10-09-2013,11-09-2013,12-09-2013,13-09-2013,14-09-2013,15-09-2013,16-09-2013,17-09-2013,18-09-2013,19-09-2013,20-09-2013,21-09-2013,22-09-2013,23-09-2013,24-09-2013,25-09-2013,26-09-2013,27-09-2013,28-09-2013,29-09-2013,30-09-2013
Balaenoptera borealis,pm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balaenoptera borealis,am,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delphinus delphis,am,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
Delphinus delphis,pm,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
Globicephala macrorhynchus,pm,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Globicephala macrorhynchus,am,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Grampus griseus,pm,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Grampus griseus,am,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0
Physeter macrocephalus,pm,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Physeter macrocephalus,am,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Stenella coeruleoalba,pm,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stenella coeruleoalba,am,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stenella frontalis,pm,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Stenella frontalis,am,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0
Tursiops truncatus,pm,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
Tursiops truncatus,am,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
bateau,pm,3,3,2,1,2,0,0,3,3,3,0,2,1,0,0,1,0,0,3,3,0,3,0,0,0,3,3,0,0,0
bateau,am,3,3,3,2,2,3,2,3,3,3,3,3,2,1,3,3,3,3,3,3,0,2,3,0,0,2,3,2,2,0
