espece,periode,1-05-2013,2-05-2013,3-05-2013,4-05-2013,5-05-2013,6-05-2013,7-05-2013,8-05-2013,9-05-2013,10-05-2013,11-05-2013,12-05-2013,13-05-2013,14-05-2013,15-05-2013,16-05-2013,17-05-2013,18-05-2013,19-05-2013,20-05-2013,21-05-2013,22-05-2013,23-05-2013,24-05-2013,25-05-2013,26-05-2013,27-05-2013,28-05-2013,29-05-2013,30-05-2013,31-05-2013
Balaenoptera borealis,pm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balaenoptera borealis,am,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delphinus delphis,am,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Delphinus delphis,pm,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0
Globicephala macrorhynchus,pm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
Globicephala macrorhynchus,am,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1
Grampus griseus,pm,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
Grampus griseus,am,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0
Physeter macrocephalus,pm,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1
Physeter macrocephalus,am,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0
Stenella coeruleoalba,pm,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Stenella coeruleoalba,am,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1
Stenella frontalis,pm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stenella frontalis,am,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tursiops truncatus,pm,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
Tursiops truncatus,am,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
bateau,pm,1,0,1,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,0,2,3,3,3,2,2
bateau,am,1,0,2,1,0,3,3,2,2,2,1,2,2,2,2,1,2,2,3,3,3,3,3,1,2,3,3,3,3,3,3
