espece,periode,1-10-2017,2-10-2017,3-10-2017,4-10-2017,5-10-2017,6-10-2017,7-10-2017,8-10-2017,9-10-2017,10-10-2017,11-10-2017,12-10-2017,13-10-2017,14-10-2017,15-10-2017,16-10-2017,17-10-2017,18-10-2017,19-10-2017,20-10-2017,21-10-2017,22-10-2017,23-10-2017,24-10-2017,25-10-2017,26-10-2017,27-10-2017,28-10-2017,29-10-2017,30-10-2017,31-10-2017
Balaenoptera borealis,pm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
Balaenoptera borealis,am,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1
Delphinus delphis,am,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
Delphinus delphis,pm,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
Globicephala macrorhynchus,pm,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Globicephala macrorhynchus,am,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Grampus griseus,pm,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Grampus griseus,am,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1
Physeter macrocephalus,pm,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Physeter macrocephalus,am,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stenella coeruleoalba,pm,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stenella coeruleoalba,am,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stenella frontalis,pm,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
Stenella frontalis,am,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0
Tursiops truncatus,pm,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
Tursiops truncatus,am,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1
bateau,pm,2,2,0,0,1,2,0,3,1,0,1,1,0,0,3,0,0,1,0,2,1,0,0,1,1,0,0,1,1,1,0
bateau,am,2,2,1,0,1,2,0,2,2,2,2,2,1,0,1,0,0,2,1,1,1,2,0,2,2,0,0,2,1,1,1
