espece,periode,01-06-22,02-06-22,03-06-22,04-06-22,05-06-22,06-06-22,07-06-22,08-06-22,09-06-22,10-06-22,11-06-22,12-06-22,13-06-22,14-06-22,15-06-22,16-06-22,17-06-22,18-06-22,19-06-22,20-06-22,21-06-22,22-06-22,23-06-22,24-06-22,25-06-22,26-06-22,27-06-22,28-06-22,29-06-22,30-06-22
bateau,am,4,4,3,0,3,0,0,2,1,3,0,3,3,3,4,4,3,3,3,3,2,2,4,4,3,1,4,2,2,3
bateau,pm,4,3,4,0,4,0,3,2,3,3,2,4,4,4,3,3,3,3,2,1,1,2,3,4,4,3,3,1,1,2
Balaenoptera borealis,am,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balaenoptera borealis,pm,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delphinus delphis,am,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1
Delphinus delphis,pm,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1
Globicephala macrorhynchus,am,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1
Globicephala macrorhynchus,pm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0
Grampus griseus,am,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1
Grampus griseus,pm,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1
Physeter macrocephalus,am,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
Physeter macrocephalus,pm,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0
Stenella coeruleoalba,am,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1
Stenella coeruleoalba,pm,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
Stenella frontalis,am,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
Stenella frontalis,pm,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0
Tursiops truncatus,am,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0
Tursiops truncatus,pm,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0

