espece,periode,1-09-2018,2-09-2018,3-09-2018,4-09-2018,5-09-2018,6-09-2018,7-09-2018,8-09-2018,9-09-2018,10-09-2018,11-09-2018,12-09-2018,13-09-2018,14-09-2018,15-09-2018,16-09-2018,17-09-2018,18-09-2018,19-09-2018,20-09-2018,21-09-2018,22-09-2018,23-09-2018,24-09-2018,25-09-2018,26-09-2018,27-09-2018,28-09-2018,29-09-2018,30-09-2018
Balaenoptera borealis,pm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Balaenoptera borealis,am,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delphinus delphis,am,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
Delphinus delphis,pm,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
Globicephala macrorhynchus,pm,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Globicephala macrorhynchus,am,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Grampus griseus,pm,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0
Grampus griseus,am,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1
Physeter macrocephalus,pm,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0
Physeter macrocephalus,am,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0
Stenella coeruleoalba,pm,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0
Stenella coeruleoalba,am,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0
Stenella frontalis,pm,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Stenella frontalis,am,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
Tursiops truncatus,pm,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Tursiops truncatus,am,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
bateau,pm,3,3,3,3,4,4,3,3,3,3,4,3,3,4,0,0,4,2,3,2,2,2,3,3,3,0,2,3,2,0
bateau,am,3,3,3,3,4,4,3,3,3,3,4,3,3,4,0,0,4,3,3,3,3,3,3,2,3,3,0,4,1,2
