espece,periode,1-10-2018,2-10-2018,3-10-2018,4-10-2018,5-10-2018,6-10-2018,7-10-2018,8-10-2018,9-10-2018,10-10-2018,11-10-2018,12-10-2018,13-10-2018,14-10-2018,15-10-2018,16-10-2018,17-10-2018,18-10-2018,19-10-2018,20-10-2018,21-10-2018,22-10-2018,23-10-2018,24-10-2018,25-10-2018,26-10-2018,27-10-2018,28-10-2018,29-10-2018,30-10-2018,31-10-2018
Balaenoptera borealis,pm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balaenoptera borealis,am,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delphinus delphis,am,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Delphinus delphis,pm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Globicephala macrorhynchus,pm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Globicephala macrorhynchus,am,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1
Grampus griseus,pm,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
Grampus griseus,am,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1
Physeter macrocephalus,pm,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Physeter macrocephalus,am,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0
Stenella coeruleoalba,pm,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stenella coeruleoalba,am,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Stenella frontalis,pm,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stenella frontalis,am,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tursiops truncatus,pm,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tursiops truncatus,am,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
bateau,pm,0,1,2,2,2,0,0,3,0,3,0,0,2,0,2,2,1,1,2,0,0,0,1,1,0,1,0,0,0,0,0
bateau,am,2,0,2,2,2,0,2,3,0,2,0,0,3,2,1,1,2,1,1,1,1,2,0,0,2,2,0,2,1,0,1
