espece,periode,1-07-2018,2-07-2018,3-07-2018,4-07-2018,5-07-2018,6-07-2018,7-07-2018,8-07-2018,9-07-2018,10-07-2018,11-07-2018,12-07-2018,13-07-2018,14-07-2018,15-07-2018,16-07-2018,17-07-2018,18-07-2018,19-07-2018,20-07-2018,21-07-2018,22-07-2018,23-07-2018,24-07-2018,25-07-2018,26-07-2018,27-07-2018,28-07-2018,29-07-2018,30-07-2018,31-07-2018
Balaenoptera borealis,pm,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Balaenoptera borealis,am,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Delphinus delphis,am,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Delphinus delphis,pm,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
Globicephala macrorhynchus,pm,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0
Globicephala macrorhynchus,am,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1
Grampus griseus,pm,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0
Grampus griseus,am,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
Physeter macrocephalus,pm,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1
Physeter macrocephalus,am,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1
Stenella coeruleoalba,pm,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Stenella coeruleoalba,am,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Stenella frontalis,pm,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1
Stenella frontalis,am,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1
Tursiops truncatus,pm,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Tursiops truncatus,am,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
bateau,pm,4,4,2,3,4,4,4,4,3,4,3,2,4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,0,8,4
bateau,am,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
