espece,periode,1-08-2014,2-08-2014,3-08-2014,4-08-2014,5-08-2014,6-08-2014,7-08-2014,8-08-2014,9-08-2014,10-08-2014,11-08-2014,12-08-2014,13-08-2014,14-08-2014,15-08-2014,16-08-2014,17-08-2014,18-08-2014,19-08-2014,20-08-2014,21-08-2014,22-08-2014,23-08-2014,24-08-2014,25-08-2014,26-08-2014,27-08-2014,28-08-2014,29-08-2014,30-08-2014,31-08-2014
Balaenoptera borealis,pm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balaenoptera borealis,am,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delphinus delphis,am,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1
Delphinus delphis,pm,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1
Globicephala macrorhynchus,pm,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Globicephala macrorhynchus,am,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grampus griseus,pm,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Grampus griseus,am,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1
Physeter macrocephalus,pm,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1
Physeter macrocephalus,am,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1
Stenella coeruleoalba,pm,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Stenella coeruleoalba,am,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
Stenella frontalis,pm,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
Stenella frontalis,am,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1
Tursiops truncatus,pm,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Tursiops truncatus,am,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1
bateau,pm,4,4,4,4,4,4,4,4,0,6,4,4,4,4,4,3,0,4,4,4,4,4,3,4,4,0,4,1,2,2,2
bateau,am,4,3,4,4,4,4,4,4,0,4,4,4,4,4,4,3,0,4,4,4,3,4,2,3,4,0,4,4,0,1,3
